accm_txn_complete_time,h_id,dateAdded,dateUpdated,Price_per_night,no_of_reserved_rooms,totalAmount,Copy_of_HotelCategoryID,Copy_of_hotel_name,InsertDate,ModifiedDate,accm_txn_create_time,txn_process_time_hours,ReviewSK
12/11/2024 09:01,161,17/11/2024,02/12/2024,93.54,5,467.7,105,Hawkins-Hardin Hotel,17/11/2024,02/12/2024,12/11/2024 07:34,1.45,1798
11/09/2024 12:03,162,07/10/2024,19/10/2024,240.3,4,961.2,102,Dean Inc Hotel,07/10/2024,19/10/2024,11/09/2024 07:57,4.09,1534
23/05/2024 00:00,163,07/11/2024,20/11/2024,283.22,5,1416.1,105,Alexander Inc Hotel,07/11/2024,20/11/2024,22/05/2024 22:52,1.14,1356
06/02/2024 21:49,164,26/01/2025,19/02/2025,308.17,5,1540.85,103,Mills Ltd Hotel,26/01/2025,19/02/2025,06/02/2024 20:00,1.82,1450
15/09/2024 14:08,165,31/01/2025,06/02/2025,163.66,2,327.32,117,Glover LLC Hotel,31/01/2025,06/02/2025,15/09/2024 12:05,2.05,1947
08/02/2024 12:59,166,23/06/2024,01/07/2024,88.56,1,88.56,112,"Smith, Morris and Montgomery Hotel",23/06/2024,01/07/2024,08/02/2024 07:30,5.48,1588
12/10/2024 09:01,167,13/02/2024,19/02/2024,96.81,3,290.43,101,Gibson-David Hotel,13/02/2024,19/02/2024,12/10/2024 06:35,2.44,1530
12/01/2024 05:31,168,26/02/2025,27/03/2025,352.29,5,1761.45,102,"Spencer, Orozco and Davis Hotel",26/02/2025,27/03/2025,12/01/2024 03:05,2.43,1398
26/02/2025 22:22,169,12/04/2024,27/04/2024,377.61,3,1132.83,116,Ortiz-Howard Hotel,12/04/2024,27/04/2024,26/02/2025 18:37,3.75,1022
26/09/2024 21:05,170,24/11/2024,30/11/2024,177.58,2,355.16,109,Cherry-Carpenter Hotel,24/11/2024,30/11/2024,26/09/2024 15:19,5.77,1908
01/06/2024 01:49,171,19/04/2024,30/04/2024,246.11,2,492.22,107,"Leonard, Oconnell and Quinn Hotel",19/04/2024,30/04/2024,31/05/2024 23:38,2.19,1514
03/02/2024 22:19,172,14/06/2024,20/06/2024,274.85,2,549.7,119,"Scott, Chavez and Flores Hotel",14/06/2024,20/06/2024,03/02/2024 18:01,4.31,1465
14/06/2024 19:35,173,14/11/2024,18/11/2024,467.92,4,1871.68,114,Berry-Conrad Hotel,14/11/2024,18/11/2024,14/06/2024 14:03,5.54,1604
23/02/2025 05:54,174,11/05/2024,13/05/2024,432.43,3,1297.29,107,"Anderson, Galloway and Griffin Hotel",11/05/2024,13/05/2024,23/02/2025 02:28,3.43,1788
10/12/2024 12:11,175,15/02/2024,02/03/2024,380.22,3,1140.66,116,"Miller, Ramirez and Bush Hotel",15/02/2024,02/03/2024,10/12/2024 07:06,5.08,1375
19/08/2024 02:29,176,09/12/2024,27/12/2024,430.58,2,861.16,106,"Bishop, Anderson and Phillips Hotel",09/12/2024,27/12/2024,18/08/2024 21:38,4.86,1925
05/01/2025 18:13,177,17/04/2024,29/04/2024,124.59,2,249.18,108,Taylor-Koch Hotel,17/04/2024,29/04/2024,05/01/2025 16:56,1.28,1330
07/03/2025 05:14,178,22/05/2024,17/06/2024,211.67,5,1058.35,101,Greene Ltd Hotel,22/05/2024,17/06/2024,07/03/2025 02:49,2.42,1610
20/01/2024 11:27,179,27/02/2024,18/03/2024,398.46,3,1195.38,116,Carroll and Sons Hotel,27/02/2024,18/03/2024,20/01/2024 09:10,2.27,1324
25/02/2024 16:51,180,05/09/2024,03/10/2024,132.48,3,397.44,112,Obrien-Duncan Hotel,05/09/2024,03/10/2024,25/02/2024 13:44,3.11,1596
23/12/2024 09:23,181,23/12/2024,01/01/2025,398.08,3,1194.24,101,Henderson-Palmer Hotel,23/12/2024,01/01/2025,23/12/2024 05:31,3.86,1385
12/08/2024 15:02,182,17/06/2024,29/06/2024,122.67,3,368.01,110,Walker LLC Hotel,17/06/2024,29/06/2024,12/08/2024 09:24,5.64,1488
03/07/2024 11:55,183,14/03/2024,21/03/2024,479.35,2,958.7,116,Greer-Schneider Hotel,14/03/2024,21/03/2024,03/07/2024 10:17,1.64,1107
07/04/2025 07:22,184,06/08/2024,03/09/2024,420.26,4,1681.04,107,Diaz-Floyd Hotel,06/08/2024,03/09/2024,07/04/2025 01:35,5.79,1810
23/08/2024 22:35,185,22/03/2025,07/04/2025,419.95,4,1679.8,115,"Delgado, Castillo and Collins Hotel",22/03/2025,07/04/2025,23/08/2024 19:48,2.79,1949
11/04/2024 14:45,186,12/08/2024,09/09/2024,161.83,3,485.49,115,"Daniel, Donovan and Whitaker Hotel",12/08/2024,09/09/2024,11/04/2024 13:44,1.02,1423
14/02/2024 23:11,187,03/10/2024,09/10/2024,98.38,3,295.14,113,Parker-Gray Hotel,03/10/2024,09/10/2024,14/02/2024 17:28,5.72,1203
18/01/2025 09:31,188,02/07/2024,12/07/2024,186.19,3,558.57,119,Sellers LLC Hotel,02/07/2024,12/07/2024,18/01/2025 08:30,1.02,1354
02/11/2024 23:58,189,21/01/2024,10/02/2024,196.72,2,393.44,120,Becker-Wilson Hotel,21/01/2024,10/02/2024,02/11/2024 18:56,5.04,1660
16/11/2024 04:48,190,30/07/2024,21/08/2024,347.31,3,1041.93,106,Romero LLC Hotel,30/07/2024,21/08/2024,16/11/2024 01:12,3.6,1070
05/01/2025 08:27,191,03/02/2025,28/02/2025,450.18,2,900.36,117,Price and Sons Hotel,03/02/2025,28/02/2025,05/01/2025 07:18,1.15,1273
02/04/2024 02:17,192,09/07/2024,25/07/2024,78.41,1,78.41,119,"Bowman, Frederick and Martinez Hotel",09/07/2024,25/07/2024,01/04/2024 21:32,4.75,1067
02/04/2025 20:53,193,24/09/2024,04/10/2024,119.5,4,478,111,"King, Trevino and Vasquez Hotel",24/09/2024,04/10/2024,02/04/2025 15:38,5.24,1802
11/02/2024 09:06,194,30/05/2024,10/06/2024,440.55,3,1321.65,106,"Jacobs, Lewis and Rodriguez Hotel",30/05/2024,10/06/2024,11/02/2024 07:52,1.23,1862
15/03/2025 16:32,195,26/10/2024,29/10/2024,110.6,4,442.4,113,Joyce-Cook Hotel,26/10/2024,29/10/2024,15/03/2025 11:52,4.68,1363
31/07/2024 13:53,196,07/10/2024,24/10/2024,170.51,3,511.53,103,Wilson-Obrien Hotel,07/10/2024,24/10/2024,31/07/2024 08:19,5.58,1964
17/03/2025 16:14,197,11/01/2024,12/01/2024,478.23,2,956.46,104,Duran PLC Hotel,11/01/2024,12/01/2024,17/03/2025 14:52,1.37,1719
19/04/2025 07:16,198,04/11/2024,26/11/2024,128.49,3,385.47,107,"Matthews, Johnson and Robinson Hotel",04/11/2024,26/11/2024,19/04/2025 05:23,1.87,1732
20/05/2024 12:46,199,11/02/2024,16/02/2024,216.39,1,216.39,102,Joseph-Alexander Hotel,11/02/2024,16/02/2024,20/05/2024 07:15,5.51,1743
18/03/2025 06:31,200,06/11/2024,13/11/2024,345.37,5,1726.85,120,"Nelson, Madden and Rogers Hotel",06/11/2024,13/11/2024,18/03/2025 04:34,1.94,1406
09/10/2024 21:16,201,07/08/2024,26/08/2024,366.01,2,732.02,114,Preston LLC Hotel,07/08/2024,26/08/2024,09/10/2024 15:53,5.38,1947
27/12/2024 09:06,202,16/05/2024,12/06/2024,282.3,5,1411.5,103,Delacruz Inc Hotel,16/05/2024,12/06/2024,27/12/2024 07:05,2.03,1319
04/01/2025 23:31,203,11/09/2024,26/09/2024,455.1,2,910.2,109,Johnson-Zhang Hotel,11/09/2024,26/09/2024,04/01/2025 20:24,3.12,1630
26/09/2024 15:48,204,13/07/2024,16/07/2024,465.1,1,465.1,104,Suarez-Ramirez Hotel,13/07/2024,16/07/2024,26/09/2024 10:24,5.39,1536
03/05/2024 00:29,205,16/08/2024,13/09/2024,321.72,3,965.16,115,Brown LLC Hotel,16/08/2024,13/09/2024,02/05/2024 22:37,1.88,1040
26/06/2024 11:02,206,12/02/2025,15/02/2025,90.82,4,363.28,105,"Mcmahon, Crawford and Washington Hotel",12/02/2025,15/02/2025,26/06/2024 05:03,5.99,1558
25/10/2024 19:17,207,07/12/2024,10/12/2024,233.35,3,700.05,115,Yates and Sons Hotel,07/12/2024,10/12/2024,25/10/2024 14:41,4.59,1092
20/06/2024 00:10,208,02/05/2024,27/05/2024,427.23,4,1708.92,118,Cummings-Bates Hotel,02/05/2024,27/05/2024,19/06/2024 19:14,4.93,1825
28/06/2024 15:21,209,25/04/2024,30/04/2024,115.02,4,460.08,103,"Wright, Martin and Mcintosh Hotel",25/04/2024,30/04/2024,28/06/2024 12:53,2.48,1285
12/04/2025 04:17,210,24/08/2024,24/08/2024,402.1,1,402.1,115,Trujillo-Jackson Hotel,24/08/2024,24/08/2024,11/04/2025 23:13,5.06,1226
24/01/2024 09:51,211,01/03/2025,26/03/2025,205.38,3,616.14,111,"Frost, Williams and Murphy Hotel",01/03/2025,26/03/2025,24/01/2024 05:25,4.44,1206
02/01/2024 15:09,212,08/01/2025,21/01/2025,293.51,5,1467.55,104,"Mays, Cross and Potter Hotel",08/01/2025,21/01/2025,02/01/2024 10:12,4.94,1100
27/01/2025 13:45,213,18/03/2025,11/04/2025,367.85,3,1103.55,118,Cochran-Roberson Hotel,18/03/2025,11/04/2025,27/01/2025 08:19,5.44,1681
10/03/2024 09:48,214,04/10/2024,29/10/2024,172.62,2,345.24,103,Howard Group Hotel,04/10/2024,29/10/2024,10/03/2024 07:08,2.66,1729
26/11/2024 18:01,215,21/04/2025,03/05/2025,116.58,3,349.74,114,Williamson Inc Hotel,21/04/2025,03/05/2025,26/11/2024 14:31,3.5,1350
02/03/2024 18:56,216,30/04/2024,18/05/2024,113.03,1,113.03,120,Peterson Group Hotel,30/04/2024,18/05/2024,02/03/2024 15:47,3.15,1692
21/02/2025 06:10,217,03/08/2024,22/08/2024,426.95,5,2134.75,109,Kane-Garrett Hotel,03/08/2024,22/08/2024,21/02/2025 03:43,2.45,1902
13/01/2025 23:49,218,12/06/2024,27/06/2024,306.31,3,918.93,117,Johnson Inc Hotel,12/06/2024,27/06/2024,13/01/2025 18:41,5.13,1663
27/01/2025 02:53,219,19/03/2024,15/04/2024,471.43,4,1885.72,101,Archer LLC Hotel,19/03/2024,15/04/2024,27/01/2025 00:11,2.7,1224
24/07/2024 03:40,220,26/03/2025,31/03/2025,306.34,3,919.02,104,Johnson and Sons Hotel,26/03/2025,31/03/2025,23/07/2024 23:54,3.77,1531
16/10/2024 01:25,221,20/03/2025,03/04/2025,377.89,1,377.89,116,Marshall-Espinoza Hotel,20/03/2025,03/04/2025,15/10/2024 23:06,2.32,1099
02/03/2024 04:23,222,23/04/2025,26/04/2025,474.21,1,474.21,110,Flores-Gordon Hotel,23/04/2025,26/04/2025,02/03/2024 03:11,1.21,1654
16/02/2025 11:24,223,31/01/2024,29/02/2024,220.51,4,882.04,120,Peters-Neal Hotel,31/01/2024,29/02/2024,16/02/2025 08:02,3.36,1750
06/02/2024 00:56,224,29/06/2024,14/07/2024,231.47,3,694.41,114,Russell LLC Hotel,29/06/2024,14/07/2024,05/02/2024 19:48,5.12,1470
08/01/2024 02:50,225,01/09/2024,03/09/2024,468.08,5,2340.4,118,Perez-Robinson Hotel,01/09/2024,03/09/2024,08/01/2024 00:10,2.66,1006
31/01/2024 16:57,226,02/08/2024,17/08/2024,227.72,3,683.16,118,Casey PLC Hotel,02/08/2024,17/08/2024,31/01/2024 12:38,4.32,1104
27/02/2025 00:40,227,15/09/2024,02/10/2024,398.16,1,398.16,117,Riley Group Hotel,15/09/2024,02/10/2024,26/02/2025 21:21,3.32,1271
28/11/2024 23:46,228,19/01/2025,17/02/2025,376.15,2,752.3,107,Hill and Sons Hotel,19/01/2025,17/02/2025,28/11/2024 18:41,5.08,1044
19/03/2025 08:52,229,21/01/2024,07/02/2024,337.31,5,1686.55,115,Jenkins-Burns Hotel,21/01/2024,07/02/2024,19/03/2025 03:41,5.19,1967
29/06/2024 04:23,230,10/12/2024,06/01/2025,75.4,3,226.2,115,Houston Inc Hotel,10/12/2024,06/01/2025,29/06/2024 00:54,3.48,1489
25/02/2024 12:23,231,11/03/2025,04/04/2025,232.32,4,929.28,102,"Mejia, Wallace and Rodriguez Hotel",11/03/2025,04/04/2025,25/02/2024 08:42,3.68,1067
29/10/2024 02:51,232,15/08/2024,20/08/2024,92.69,1,92.69,114,Phillips and Sons Hotel,15/08/2024,20/08/2024,29/10/2024 00:51,2,1244
26/01/2024 07:05,233,17/06/2024,09/07/2024,187.49,3,562.47,105,Greene Inc Hotel,17/06/2024,09/07/2024,26/01/2024 05:28,1.62,1407
15/01/2025 15:17,234,29/01/2024,26/02/2024,161.97,3,485.91,110,Cole Group Hotel,29/01/2024,26/02/2024,15/01/2025 12:42,2.58,1451
30/07/2024 09:46,235,11/08/2024,29/08/2024,62.81,5,314.05,107,Warren-Edwards Hotel,11/08/2024,29/08/2024,30/07/2024 07:24,2.36,1770
18/10/2024 06:25,236,29/12/2024,18/01/2025,422.66,2,845.32,108,"Lawrence, Welch and Farmer Hotel",29/12/2024,18/01/2025,18/10/2024 03:40,2.74,1186
02/01/2024 13:13,237,28/03/2024,08/04/2024,478.59,3,1435.77,114,Dawson Inc Hotel,28/03/2024,08/04/2024,02/01/2024 07:33,5.67,1983
07/08/2024 11:52,238,27/11/2024,08/12/2024,141.64,4,566.56,111,Peterson-Wright Hotel,27/11/2024,08/12/2024,07/08/2024 07:58,3.9,1847
29/11/2024 16:23,239,21/01/2025,23/01/2025,360.26,5,1801.3,103,Young Ltd Hotel,21/01/2025,23/01/2025,29/11/2024 14:17,2.1,1916
28/08/2024 14:33,240,10/11/2024,10/11/2024,422.09,4,1688.36,113,Pearson Group Hotel,10/11/2024,10/11/2024,28/08/2024 11:06,3.45,1566
23/11/2024 09:11,241,08/01/2024,24/01/2024,207.85,1,207.85,109,"Morgan, Lawson and Smith Hotel",08/01/2024,24/01/2024,23/11/2024 04:59,4.2,1209
14/11/2024 22:28,242,06/01/2025,13/01/2025,100.34,5,501.7,107,"Archer, Johnson and Barry Hotel",06/01/2025,13/01/2025,14/11/2024 17:01,5.45,1675
30/04/2024 17:05,243,09/02/2025,26/02/2025,340.12,1,340.12,115,Fernandez Ltd Hotel,09/02/2025,26/02/2025,30/04/2024 15:53,1.19,1242
20/11/2024 19:08,244,24/11/2024,10/12/2024,169.46,3,508.38,116,Gray-Spencer Hotel,24/11/2024,10/12/2024,20/11/2024 14:14,4.89,1943
31/03/2025 18:10,245,12/03/2025,06/04/2025,421.62,3,1264.86,118,Page Ltd Hotel,12/03/2025,06/04/2025,31/03/2025 13:29,4.68,1694
27/01/2025 19:54,246,29/01/2025,12/02/2025,245.01,2,490.02,120,Norman-White Hotel,29/01/2025,12/02/2025,27/01/2025 17:42,2.2,1216
30/05/2024 06:14,247,16/11/2024,26/11/2024,214.23,5,1071.15,111,Ramirez and Sons Hotel,16/11/2024,26/11/2024,30/05/2024 01:14,5,1918
26/06/2024 19:54,248,08/12/2024,08/12/2024,296.27,5,1481.35,120,"Matthews, Ray and Barber Hotel",08/12/2024,08/12/2024,26/06/2024 14:10,5.73,1553
24/01/2024 12:18,249,10/07/2024,20/07/2024,134.81,2,269.62,120,Larsen Group Hotel,10/07/2024,20/07/2024,24/01/2024 07:12,5.1,1902
10/09/2024 21:30,250,01/10/2024,04/10/2024,148.71,3,446.13,118,"Morales, Sullivan and Anderson Hotel",01/10/2024,04/10/2024,10/09/2024 17:56,3.57,1486
18/06/2024 19:38,251,23/07/2024,20/08/2024,456.72,2,913.44,107,Wang Group Hotel,23/07/2024,20/08/2024,18/06/2024 17:57,1.68,1131
27/07/2024 07:19,252,10/05/2024,11/05/2024,172.04,3,516.12,111,Clark-Duran Hotel,10/05/2024,11/05/2024,27/07/2024 03:50,3.47,1307
10/09/2024 14:09,253,02/04/2024,19/04/2024,150.27,3,450.81,111,Schneider and Sons Hotel,02/04/2024,19/04/2024,10/09/2024 10:02,4.12,1655
21/01/2024 11:38,254,07/07/2024,21/07/2024,281.73,1,281.73,117,Mccall PLC Hotel,07/07/2024,21/07/2024,21/01/2024 07:10,4.47,1504
10/04/2024 13:32,255,15/10/2024,30/10/2024,197.06,3,591.18,106,"Lin, Mclaughlin and Thomas Hotel",15/10/2024,30/10/2024,10/04/2024 09:00,4.53,1448
25/04/2024 10:17,256,25/02/2025,07/03/2025,96.8,5,484,117,Boyd PLC Hotel,25/02/2025,07/03/2025,25/04/2024 05:20,4.95,1979
11/11/2024 19:14,257,10/10/2024,17/10/2024,234.44,2,468.88,103,Brooks Ltd Hotel,10/10/2024,17/10/2024,11/11/2024 14:44,4.49,1888
29/06/2024 03:24,258,26/02/2025,03/03/2025,394.75,1,394.75,109,Jones Group Hotel,26/02/2025,03/03/2025,28/06/2024 22:32,4.87,1786
11/07/2024 03:34,259,10/02/2025,10/03/2025,139.59,5,697.95,112,Donovan and Sons Hotel,10/02/2025,10/03/2025,10/07/2024 22:45,4.81,1495
06/04/2025 18:44,260,02/06/2024,12/06/2024,356.68,4,1426.72,103,Winters PLC Hotel,02/06/2024,12/06/2024,06/04/2025 15:16,3.46,1312
03/01/2025 22:19,261,27/11/2024,11/12/2024,130.34,2,260.68,111,"White, Bailey and Conley Hotel",27/11/2024,11/12/2024,03/01/2025 18:12,4.12,1729
05/04/2025 16:54,262,30/03/2025,06/04/2025,292.56,5,1462.8,108,"Williams, Rogers and Huynh Hotel",30/03/2025,06/04/2025,05/04/2025 14:10,2.73,1263
08/02/2025 02:05,263,25/03/2024,21/04/2024,289.12,4,1156.48,116,"Bullock, Johnson and Murphy Hotel",25/03/2024,21/04/2024,08/02/2025 00:04,2.01,1547
25/02/2024 18:14,264,17/09/2024,26/09/2024,381.49,4,1525.96,119,"Watson, Vincent and Peterson Hotel",17/09/2024,26/09/2024,25/02/2024 13:34,4.66,1089
26/01/2024 16:25,265,22/04/2025,19/05/2025,396.77,2,793.54,116,"Estes, Holloway and Valentine Hotel",22/04/2025,19/05/2025,26/01/2024 14:23,2.04,1661
01/02/2025 11:20,266,20/03/2025,16/04/2025,189.99,3,569.97,109,Ewing-Graham Hotel,20/03/2025,16/04/2025,01/02/2025 06:30,4.83,1370
15/03/2024 22:20,267,11/04/2025,11/05/2025,140.54,3,421.62,114,Hernandez PLC Hotel,11/04/2025,11/05/2025,15/03/2024 19:55,2.42,1923
05/08/2024 01:59,268,21/05/2024,10/06/2024,290.34,3,871.02,105,"Herman, Wright and Hicks Hotel",21/05/2024,10/06/2024,04/08/2024 20:24,5.58,1843
28/02/2025 22:32,269,03/09/2024,13/09/2024,359.51,2,719.02,104,"Munoz, Willis and Williams Hotel",03/09/2024,13/09/2024,28/02/2025 18:32,4.01,1022
07/02/2024 05:30,270,20/05/2024,22/05/2024,205.51,2,411.02,113,Hill Group Hotel,20/05/2024,22/05/2024,07/02/2024 01:10,4.33,1200
01/10/2024 09:25,271,01/05/2024,14/05/2024,396.57,3,1189.71,119,Ruiz Ltd Hotel,01/05/2024,14/05/2024,01/10/2024 07:59,1.44,1840
31/10/2024 22:50,272,21/07/2024,02/08/2024,301.05,2,602.1,112,Pugh-Meza Hotel,21/07/2024,02/08/2024,31/10/2024 21:21,1.49,1465
17/09/2024 18:20,273,21/04/2024,01/05/2024,489.25,4,1957,120,Huffman-Walter Hotel,21/04/2024,01/05/2024,17/09/2024 15:07,3.21,1071
18/01/2025 22:26,274,21/12/2024,09/01/2025,225.86,3,677.58,113,Stevens-Stewart Hotel,21/12/2024,09/01/2025,18/01/2025 21:18,1.13,1667
01/04/2024 06:42,275,17/02/2025,04/03/2025,244.73,3,734.19,117,"Lucas, Cobb and Baker Hotel",17/02/2025,04/03/2025,01/04/2024 05:36,1.09,1231
20/10/2024 23:04,276,23/02/2024,06/03/2024,499.76,4,1999.04,101,Porter and Sons Hotel,23/02/2024,06/03/2024,20/10/2024 17:49,5.26,1801
23/03/2025 10:59,277,30/06/2024,29/07/2024,242.4,3,727.2,110,Sanford LLC Hotel,30/06/2024,29/07/2024,23/03/2025 09:54,1.07,1442
25/01/2024 17:48,278,01/02/2025,23/02/2025,345.52,2,691.04,115,Washington and Sons Hotel,01/02/2025,23/02/2025,25/01/2024 13:52,3.94,1008
21/09/2024 05:48,279,01/03/2025,16/03/2025,296.79,1,296.79,101,Case PLC Hotel,01/03/2025,16/03/2025,21/09/2024 00:09,5.65,1890
07/04/2024 19:15,280,30/05/2024,05/06/2024,471.49,5,2357.45,114,Valencia-Welch Hotel,30/05/2024,05/06/2024,07/04/2024 16:24,2.85,1458
14/04/2024 20:43,281,17/02/2025,18/02/2025,111.72,3,335.16,118,"Rodriguez, Thomas and Moses Hotel",17/02/2025,18/02/2025,14/04/2024 17:12,3.52,1886
24/04/2024 11:08,282,29/07/2024,21/08/2024,392.49,5,1962.45,117,"Watkins, Crawford and Smith Hotel",29/07/2024,21/08/2024,24/04/2024 09:31,1.61,1280
07/10/2024 23:29,283,04/02/2024,22/02/2024,249.1,2,498.2,104,"Holland, Fuentes and Roberts Hotel",04/02/2024,22/02/2024,07/10/2024 20:58,2.52,1951
28/03/2024 16:31,284,09/09/2024,27/09/2024,115.65,4,462.6,108,Mckenzie-Graham Hotel,09/09/2024,27/09/2024,28/03/2024 15:12,1.31,1153
08/08/2024 18:47,285,24/11/2024,17/12/2024,326,2,652,119,"Smith, Gordon and Carpenter Hotel",24/11/2024,17/12/2024,08/08/2024 17:04,1.72,1338
03/10/2024 19:51,286,28/03/2025,02/04/2025,374.07,2,748.14,105,Graham-Ritter Hotel,28/03/2025,02/04/2025,03/10/2024 17:25,2.43,1226
30/08/2024 15:10,287,17/02/2024,11/03/2024,466.73,1,466.73,119,Freeman and Sons Hotel,17/02/2024,11/03/2024,30/08/2024 11:55,3.26,1024
10/01/2024 12:31,288,05/11/2024,13/11/2024,281.67,2,563.34,106,Medina LLC Hotel,05/11/2024,13/11/2024,10/01/2024 10:56,1.58,1711
20/07/2024 11:50,289,30/01/2024,05/02/2024,364.81,3,1094.43,115,Norris LLC Hotel,30/01/2024,05/02/2024,20/07/2024 10:36,1.24,1791
28/04/2025 06:15,290,17/04/2025,28/04/2025,192.33,1,192.33,115,"Mclaughlin, Hale and Nguyen Hotel",17/04/2025,28/04/2025,28/04/2025 03:04,3.19,1762
16/01/2025 23:38,291,14/04/2024,30/04/2024,393.45,1,393.45,115,Lee Inc Hotel,14/04/2024,30/04/2024,16/01/2025 21:09,2.49,1874
16/02/2025 01:58,292,14/03/2024,31/03/2024,54,2,108,107,Chavez-Bates Hotel,14/03/2024,31/03/2024,15/02/2025 22:33,3.42,1094
01/11/2024 02:23,293,15/06/2024,26/06/2024,405.51,4,1622.04,108,Edwards Inc Hotel,15/06/2024,26/06/2024,31/10/2024 21:59,4.39,1384
25/03/2025 16:16,294,04/03/2024,19/03/2024,467.52,3,1402.56,118,"Joseph, Harris and Mcbride Hotel",04/03/2024,19/03/2024,25/03/2025 12:36,3.67,1896
24/09/2024 05:16,295,16/11/2024,18/11/2024,488.44,3,1465.32,103,Mitchell-Mcclure Hotel,16/11/2024,18/11/2024,24/09/2024 00:04,5.2,1529
23/04/2025 05:36,296,04/07/2024,17/07/2024,311.97,3,935.91,119,"Fisher, Walker and Gutierrez Hotel",04/07/2024,17/07/2024,23/04/2025 00:35,5.02,1698
02/05/2024 03:13,297,17/04/2024,21/04/2024,287.79,4,1151.16,107,Hoffman and Sons Hotel,17/04/2024,21/04/2024,01/05/2024 21:32,5.69,1612
21/02/2025 05:54,298,05/10/2024,26/10/2024,102.92,5,514.6,111,Green-Brown Hotel,05/10/2024,26/10/2024,21/02/2025 03:51,2.06,1279
05/05/2024 05:23,299,08/01/2025,14/01/2025,386.4,1,386.4,118,Avery Group Hotel,08/01/2025,14/01/2025,05/05/2024 02:32,2.86,1423
07/03/2025 14:11,300,15/01/2025,16/01/2025,315.47,5,1577.35,117,Santiago and Sons Hotel,15/01/2025,16/01/2025,07/03/2025 12:01,2.17,1148
23/08/2024 14:03,301,20/12/2024,17/01/2025,494.35,4,1977.4,117,Johns Inc Hotel,20/12/2024,17/01/2025,23/08/2024 12:07,1.92,1529
19/10/2024 06:22,302,05/03/2024,08/03/2024,446.36,2,892.72,118,Byrd-Nguyen Hotel,05/03/2024,08/03/2024,19/10/2024 02:48,3.58,1410
22/03/2025 12:59,303,09/12/2024,25/12/2024,169.71,2,339.42,108,Byrd LLC Hotel,09/12/2024,25/12/2024,22/03/2025 11:23,1.6,1630
25/03/2025 05:54,304,24/01/2024,13/02/2024,240.45,2,480.9,119,Haney-Rodriguez Hotel,24/01/2024,13/02/2024,25/03/2025 01:40,4.24,1454
30/03/2025 11:14,305,09/01/2024,20/01/2024,297.51,2,595.02,115,Sawyer Ltd Hotel,09/01/2024,20/01/2024,30/03/2025 10:07,1.13,1306
12/07/2024 23:17,306,03/06/2024,08/06/2024,140.95,4,563.8,107,Huerta-Melendez Hotel,03/06/2024,08/06/2024,12/07/2024 22:05,1.2,1832
08/11/2024 18:21,307,01/11/2024,06/11/2024,471.5,1,471.5,112,"Schaefer, Robinson and Pearson Hotel",01/11/2024,06/11/2024,08/11/2024 15:47,2.56,1663
26/03/2024 02:20,308,21/04/2024,20/05/2024,202.97,4,811.88,110,"Larsen, Mullins and Perez Hotel",21/04/2024,20/05/2024,25/03/2024 23:27,2.89,1287
27/04/2024 01:54,309,24/03/2025,29/03/2025,486.1,4,1944.4,112,"Mckenzie, Richardson and Cox Hotel",24/03/2025,29/03/2025,27/04/2024 00:02,1.88,1233
03/01/2024 19:25,310,23/02/2025,17/03/2025,136.64,5,683.2,114,"Smith, Jackson and Kelley Hotel",23/02/2025,17/03/2025,03/01/2024 17:47,1.63,1492
15/03/2025 04:32,311,06/09/2024,05/10/2024,222.69,3,668.07,119,Gordon-Horton Hotel,06/09/2024,05/10/2024,15/03/2025 01:15,3.29,1307
03/01/2025 06:58,312,29/04/2024,02/05/2024,457.36,1,457.36,118,Hardin-Romero Hotel,29/04/2024,02/05/2024,03/01/2025 01:00,5.96,1642
30/07/2024 07:06,313,26/02/2025,17/03/2025,329.71,5,1648.55,117,Bates-Brown Hotel,26/02/2025,17/03/2025,30/07/2024 02:57,4.14,1060
19/06/2024 18:36,314,05/06/2024,06/06/2024,469.05,2,938.1,104,Alexander Ltd Hotel,05/06/2024,06/06/2024,19/06/2024 17:34,1.04,1448
13/08/2024 21:14,315,19/03/2024,13/04/2024,69.35,4,277.4,103,Gonzalez-Martin Hotel,19/03/2024,13/04/2024,13/08/2024 19:48,1.43,1689
28/01/2025 16:48,316,16/06/2024,09/07/2024,493.51,3,1480.53,120,"Koch, Bell and Garcia Hotel",16/06/2024,09/07/2024,28/01/2025 12:54,3.9,1117
02/03/2025 05:08,317,07/05/2024,14/05/2024,73.08,1,73.08,113,Burton-Adams Hotel,07/05/2024,14/05/2024,02/03/2025 00:37,4.52,1024
06/02/2025 16:53,318,14/03/2025,05/04/2025,231.72,1,231.72,118,"Livingston, Bishop and Gray Hotel",14/03/2025,05/04/2025,06/02/2025 15:09,1.73,1429
30/06/2024 17:56,319,16/09/2024,15/10/2024,461.25,1,461.25,113,"Logan, Rice and Chan Hotel",16/09/2024,15/10/2024,30/06/2024 12:07,5.82,1556
22/04/2025 06:53,320,12/01/2024,03/02/2024,291.56,2,583.12,105,"Le, Cole and Taylor Hotel",12/01/2024,03/02/2024,22/04/2025 04:01,2.86,1372
06/01/2025 06:04,321,03/12/2024,27/12/2024,219.42,4,877.68,111,"Baker, Moore and Fitzgerald Hotel",03/12/2024,27/12/2024,06/01/2025 00:07,5.95,1756
